hour,product,sdds_mean,sdds_weighted,post_count,engagement_velocity,sdds_final,ddm,sentiment_velocity,action,action_color,action_emoji
2026-06-01 20:00:00,Athletic Greens,0.3206,0.39607340043134437,5,1391,0.39607340043134437,0.0794,0.10509,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-01 21:00:00,Athletic Greens,-0.10117142857142856,-0.009752279260780282,7,2435,-0.009752279260780282,0.0663,0.03658,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-01 22:00:00,Athletic Greens,-0.32177500000000003,-0.2940411433172303,4,2484,-0.2940411433172303,0.015,-0.12909,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-01 23:00:00,Athletic Greens,0.39125000000000004,0.4214690629011554,6,1558,0.4214690629011554,0.0708,-0.02081,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-02 00:00:00,Athletic Greens,-0.2536,-0.28815545851528385,4,1374,-0.28815545851528385,0.0196,-0.01197,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-02 01:00:00,Athletic Greens,0.09113333333333333,0.11592652519893898,3,1131,0.11592652519893898,0.0318,0.05203,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-02 02:00:00,Athletic Greens,0.10242,0.045687814504193416,5,2027,0.045687814504193416,0.0326,-0.07233,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-02 03:00:00,Athletic Greens,-0.10782,-0.10224200367647059,5,2176,-0.10224200367647059,0.0138,0.04875,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-02 04:00:00,Athletic Greens,0.031424999999999995,0.19800568220483158,4,5878,0.19800568220483158,0.0402,0.00983,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-02 05:00:00,Athletic Greens,-0.06566666666666666,-0.02142802870409455,3,2369,-0.02142802870409455,0.0323,0.00989,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-02 06:00:00,Athletic Greens,0.410225,0.34467915262397686,4,2077,0.34467915262397686,0.0767,0.11213,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-02 07:00:00,Athletic Greens,0.009233333333333316,-0.007717995508141506,3,3562,-0.007717995508141506,0.0659,-0.02511,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-02 08:00:00,Athletic Greens,-0.016399999999999998,0.030076219205630986,4,3978,0.030076219205630986,0.0615,-0.01979,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-02 09:00:00,Athletic Greens,0.4048333333333334,0.4628321513002364,3,1269,0.4628321513002364,0.1186,0.03923,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-02 10:00:00,Athletic Greens,-0.0998125,-0.1332475889926786,8,3961,-0.1332475889926786,0.0837,0.00562,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-02 11:00:00,Athletic Greens,0.47908333333333336,0.5559127351664255,6,2764,0.5559127351664255,0.1515,0.09814,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-02 12:00:00,Athletic Greens,0.18292000000000003,-0.08701248785228376,5,2058,-0.08701248785228376,0.1187,-0.09604,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-02 13:00:00,Athletic Greens,0.25,0.25,1,233,0.0,0.1015,-0.02432,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-02 14:00:00,Athletic Greens,0.409025,0.6126230163934426,4,1525,0.6126230163934426,0.1738,0.02571,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-02 15:00:00,Athletic Greens,-0.04838571428571427,-0.03156338662113921,7,6443,-0.03156338662113921,0.1451,0.0779,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-02 16:00:00,Athletic Greens,-0.0633,-0.1480763698630137,6,1752,-0.1480763698630137,0.1038,-0.10884,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-02 17:00:00,Athletic Greens,0.0981,0.04569064022268615,6,2874,0.04569064022268615,0.0957,-0.18173,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-02 18:00:00,Athletic Greens,0.25646,0.20363891557995883,5,1457,0.20363891557995883,0.1115,0.08994,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-02 19:00:00,Athletic Greens,0.36008,0.4627654465592972,5,1366,0.4627654465592972,0.1623,0.19905,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-02 20:00:00,Athletic Greens,0.0,0.0,1,727,0.0,0.1381,0.01221,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-02 21:00:00,Athletic Greens,0.023766666666666676,-0.07050106252554146,3,2447,-0.07050106252554146,0.1088,-0.12852,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-02 22:00:00,Athletic Greens,0.3542666666666667,0.5501555944055945,3,1144,0.5501555944055945,0.1736,0.01917,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-02 23:00:00,Athletic Greens,0.013539999999999996,-0.026663729308666007,5,2054,-0.026663729308666007,0.1439,0.05407,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-03 00:00:00,Athletic Greens,0.04292000000000001,-0.017252398523985222,5,1084,-0.017252398523985222,0.1225,-0.04171,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-03 01:00:00,Athletic Greens,-0.031875,0.10858643171806168,4,1135,0.10858643171806168,0.1206,-0.13153,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-03 02:00:00,Athletic Greens,0.33903333333333335,0.35399868293359216,9,7213,0.35399868293359216,0.1543,0.12678,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-03 03:00:00,Athletic Greens,0.006740000000000001,-0.2201606736007925,5,2019,-0.2201606736007925,0.1017,-0.03633,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-03 04:00:00,Athletic Greens,0.27295,0.343515255423373,6,4287,0.343515255423373,0.1359,0.01306,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-03 05:00:00,Athletic Greens,-0.09899,-0.08741838784445016,10,3883,-0.08741838784445016,0.1046,-0.07606,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-03 06:00:00,Athletic Greens,-0.39303333333333335,-0.36047540650406507,3,492,-0.36047540650406507,0.037,-0.08519,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-03 07:00:00,Athletic Greens,0.7501,0.7501,1,226,0.0,0.0319,-0.13036,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-03 08:00:00,Athletic Greens,0.18864285714285714,0.2786992698130009,7,5615,0.2786992698130009,0.0672,0.14588,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-03 09:00:00,Athletic Greens,0.11812500000000001,0.3063564499746064,8,3938,0.3063564499746064,0.0999,0.22792,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-03 10:00:00,Athletic Greens,0.22936,0.30098614173228344,5,1905,0.30098614173228344,0.1296,0.09306,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-03 11:00:00,Athletic Greens,-0.011966666666666662,0.06720245901639343,3,1098,0.06720245901639343,0.119,-0.06399,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-03 12:00:00,Athletic Greens,-0.3412,-0.3412,1,3162,0.0,0.1028,-0.11529,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-03 13:00:00,Athletic Greens,0.3232,0.5504610593136283,3,5041,0.5504610593136283,0.1673,0.06812,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-03 14:00:00,Athletic Greens,0.20379,0.19705353459591227,10,5333,0.19705353459591227,0.1698,0.094,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-03 15:00:00,Athletic Greens,0.7247,0.6896474020514545,3,5947,0.6896474020514545,0.2451,0.17155,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-03 16:00:00,Athletic Greens,0.0669,0.15433277027027026,6,2368,0.15433277027027026,0.2336,-0.06958,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-03 17:00:00,Athletic Greens,0.3506666666666667,0.2025089430894309,3,1230,0.2025089430894309,0.2299,-0.05189,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-03 18:00:00,Athletic Greens,-0.065175,-0.05230287917737789,4,1945,-0.05230287917737789,0.1896,-0.21777,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-03 19:00:00,Athletic Greens,-0.034249999999999996,-0.02823071895424835,6,1836,-0.02823071895424835,0.1573,-0.08025,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-03 20:00:00,Athletic Greens,-0.023939999999999996,-0.09431493174061434,5,2344,-0.09431493174061434,0.1219,-0.08664,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-03 21:00:00,Athletic Greens,0.019450000000000016,0.25695715299964506,4,2817,0.25695715299964506,0.142,0.08617,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-03 22:00:00,Athletic Greens,0.4428666666666667,0.38441134945397815,3,2564,0.38441134945397815,0.1751,0.15892,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-03 23:00:00,Athletic Greens,0.21566666666666667,0.3809930008748907,6,4572,0.3809930008748907,0.2054,0.15534,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-04 00:00:00,Athletic Greens,0.526,0.61432,4,950,0.61432,0.2648,0.10687,🟢 STANDARD REPLENISHMENT — Positive sentiment,#44cc66,🟢
2026-06-04 01:00:00,Athletic Greens,0.137175,0.09776064724919095,4,1545,0.09776064724919095,0.2415,-0.06266,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-04 02:00:00,Athletic Greens,0.16265000000000002,0.23254770191878624,2,2241,0.0,0.2065,-0.16595,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-04 03:00:00,Athletic Greens,-0.10635,-0.22862916834069907,4,2489,-0.22862916834069907,0.1458,-0.26266,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-04 04:00:00,Athletic Greens,0.5837333333333333,0.5321456846950517,3,869,0.5321456846950517,0.2004,0.10745,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-04 05:00:00,Athletic Greens,0.059100000000000014,-0.11707925696594425,4,1938,-0.11707925696594425,0.156,0.04095,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-04 07:00:00,Athletic Greens,0.34085,0.47926877192982453,10,3990,0.47926877192982453,0.2044,0.14745,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-04 08:00:00,Athletic Greens,0.32486000000000004,0.18838159597411935,5,1391,0.18838159597411935,0.2029,-0.04349,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-04 09:00:00,Athletic Greens,0.039599999999999996,0.1790086956521739,2,230,0.0,0.1735,0.00604,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-04 10:00:00,Athletic Greens,0.21046,0.3178741991043748,5,2903,0.3178741991043748,0.1937,-0.06726,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-04 11:00:00,Athletic Greens,0.14792222222222223,-0.00295532273603083,9,4152,-0.00295532273603083,0.1651,-0.02561,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-04 12:00:00,Athletic Greens,0.04204000000000001,-0.10064558486238534,5,1744,-0.10064558486238534,0.1274,-0.06228,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-04 13:00:00,Athletic Greens,0.098725,-0.06061883052527253,4,1009,-0.06061883052527253,0.101,-0.12332,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-04 14:00:00,Athletic Greens,0.22862500000000002,0.38555204831932777,8,3808,0.38555204831932777,0.14,0.12055,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-04 15:00:00,Athletic Greens,0.27032,0.23777285790314,5,1879,0.23777285790314,0.1538,0.14614,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-04 16:00:00,Athletic Greens,-0.26721428571428574,-0.24305717425431714,7,3185,-0.24305717425431714,0.0948,-0.06951,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-04 17:00:00,Athletic Greens,0.030442857142857136,0.05409248908296944,7,3435,0.05409248908296944,0.0888,-0.14752,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-04 18:00:00,Athletic Greens,-0.15746666666666667,-0.07958744113029827,3,1274,-0.07958744113029827,0.0642,-0.06549,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-04 19:00:00,Athletic Greens,0.388675,0.35095417624521075,4,2610,0.35095417624521075,0.1057,0.16484,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-04 20:00:00,Athletic Greens,0.29526666666666673,0.35358772484200296,6,4114,0.35358772484200296,0.1418,0.1329,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-04 21:00:00,Athletic Greens,0.09842000000000001,0.3393331136303718,5,3793,0.3393331136303718,0.171,0.12594,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-04 22:00:00,Athletic Greens,0.18265,0.3010342657342657,8,4576,0.3010342657342657,0.1893,-0.0164,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-04 23:00:00,Athletic Greens,0.46195,0.6328500077101002,2,6485,0.0,0.1614,-0.10991,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-05 00:00:00,Athletic Greens,-0.05013999999999998,-0.06883054213633921,5,1863,-0.06883054213633921,0.1276,-0.15255,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-05 01:00:00,Athletic Greens,0.442025,0.4003747279322854,4,827,0.4003747279322854,0.1647,0.02292,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-05 02:00:00,Athletic Greens,0.0891625,0.04492950719314358,8,3267,0.04492950719314358,0.1478,0.0604,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-05 03:00:00,Athletic Greens,0.01292000000000002,-0.014320268310369824,5,2758,-0.014320268310369824,0.1252,-0.01919,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-05 04:00:00,Athletic Greens,0.4169333333333333,0.37121784166096283,6,4383,0.37121784166096283,0.1618,-0.01467,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-05 05:00:00,Athletic Greens,-0.4767,-0.4767,1,195,0.0,0.1372,0.02507,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-05 06:00:00,Athletic Greens,0.09112857142857145,-0.10639222526787938,7,4013,-0.10639222526787938,0.1033,-0.06474,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-05 07:00:00,Athletic Greens,0.19335,-0.1988889812889813,4,2405,-0.1988889812889813,0.0586,-0.18167,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-05 08:00:00,Athletic Greens,-0.22093333333333334,-0.05246594360086768,6,3688,-0.05246594360086768,0.0421,-0.02499,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-05 09:00:00,Athletic Greens,0.36093333333333333,0.5213304494382023,3,890,0.5213304494382023,0.1109,0.20296,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-05 10:00:00,Athletic Greens,0.2936,0.3762813098236776,3,1985,0.3762813098236776,0.1481,0.22993,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-05 11:00:00,Athletic Greens,0.3486,0.45827350393700794,3,2540,0.45827350393700794,0.1931,0.13872,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-05 12:00:00,Athletic Greens,-0.3412,-0.3412,1,235,0.0,0.1666,-0.1482,⚪ MONITOR — Neutral signal,#888888,⚪
2026-06-05 13:00:00,Athletic Greens,-0.011300000000000004,0.1266110657596372,6,2205,0.1266110657596372,0.1618,-0.12073,⚪ MONITOR — Neutral signal,#888888,⚪
